comment_id,video_id,author_channel_id,comment_text,comment_date,like_count,clean_text,word_count,language,confidence,topic_id
Ugylo0snwcAgJCkdVQl4AaABAg,AxWIzlnsTos,UCTZjYneQMcq6cmc_9FDZaxA,I used to have break out hives when I was in a high stress environment... My anxiety is the cause.,2025-04-14T18:37:28Z,0,I used to have break out hives when I was in a high stress environment... My anxiety is the cause.,20,en,0.9999971158820478,0
UgxY-BY0tiLUA9U7_DZ4AaABAg,AxWIzlnsTos,UCailCwFC98V0-swhSB7ZJ2w,"I have issues with hives, I've even been epi-penned once in the ER because my tongue and lips started swelling.  
I have an autoimmune disorder,  that's what they said.",2025-04-14T18:30:23Z,0,"I have issues with hives, I've even been epi-penned once in the ER because my tongue and lips started swelling. I have an autoimmune disorder, that's what they said.",29,en,0.999996032931259,0
UgzTDN8_JBRu0JQxuPB4AaABAg,AxWIzlnsTos,UCeyn2pUGsq5KrXdFhOAMa3g,I get hives from various different brands of mineral sunscreen. Am I allergic to sunscreen or the sun???? Makes me want to claw my skin off. My heart goes out to the woman.,2025-04-14T17:25:10Z,4,I get hives from various different brands of mineral sunscreen. Am I allergic to sunscreen or the sun???? Makes me want to claw my skin off. My heart goes out to the woman.,33,en,0.999996919462062,0
UgzcHBN_BROS0SjS3cl4AaABAg,AxWIzlnsTos,UCdJ2v9EsnvRvdWdFnDR2_4g,"Partner has this from long Covid, it’s been a bit over a year and a half and it’s gotten slightly better overtime but still needs daily prescription allergy medicine to keep it under control",2025-04-14T17:02:45Z,0,"Partner has this from long Covid, it’s been a bit over a year and a half and it’s gotten slightly better overtime but still needs daily prescription allergy medicine to keep it under control",34,en,0.9999966100934392,Outlier
UgxwmLr0xgYAcPeh6Bd4AaABAg,AxWIzlnsTos,UCHawWJPTWxP3mfIusLIjafQ,"I had hives (urticaria) for 18 months back in late 2003-early 2005. Finally the last thing we checked was my sleep. Turned out I was fully awakening every 4 mins throughout the night. No apnea, just awakening. They treated that problem and I’ve mainly been hive free since save one bout for 3 days when I tried to go off said treatment.",2025-04-14T16:19:46Z,3,"I had hives (urticaria) for 18 months back in late 2003-early 2005. Finally the last thing we checked was my sleep. Turned out I was fully awakening every 4 mins throughout the night. No apnea, just awakening. They treated that problem and I’ve mainly been hive free since save one bout for 3 days when I tried to go off said treatment.",62,en,0.9999959683369066,0
Ugx0sDGqEZSc9I1hOt94AaABAg,AxWIzlnsTos,UCghRdAq1_kqsbgeaPaiSeCQ,My daughter was over 2 years long with 3 types of hives. That Asthma infusion off label at the time. It worked but got better results over years.,2025-04-14T14:59:34Z,0,My daughter was over 2 years long with 3 types of hives. That Asthma infusion off label at the time. It worked but got better results over years.,28,en,0.9999957835726804,0
UgzUZJsj4OEm5pTAQAN4AaABAg,AxWIzlnsTos,UCqd1kWnrGNnPCcjbSkJYKKw,"i had sun and heat induced hives for 4 years! it sucked real bad. only thing i could do was avoid the sun, and i lived in one of the sunniest places on the planet. thankfully it disappeared once i graduated high school. it was stress causing sun and heat to trigger hives is the best guess. i think i may also get them from vibrations, but i’ve never tested it. i get the same kind of prickling, itchy pre-hives feel from sitting over the engine on a bus, so i try to avoid it.",2025-04-14T14:44:45Z,1,"i had sun and heat induced hives for 4 years! it sucked real bad. only thing i could do was avoid the sun, and i lived in one of the sunniest places on the planet. thankfully it disappeared once i graduated high school. it was stress causing sun and heat to trigger hives is the best guess. i think i may also get them from vibrations, but i’ve never tested it. i get the same kind of prickling, itchy pre-hives feel from sitting over the engine on a bus, so i try to avoid it.",95,en,0.9999954845393424,0
UgwE51sw9aJrJycsAKV4AaABAg,AxWIzlnsTos,UCA3nIszYaCjwZnznrWEpvxQ,"Don't forget about autoimmune conditions as a possible cause!
If an allergy doesn't seem to be the answer, running an ANA blood test can help determine if someone should be seeing a rheumatologist instead of an allergist.",2025-04-14T13:49:32Z,38,"Don't forget about autoimmune conditions as a possible cause! If an allergy doesn't seem to be the answer, running an ANA blood test can help determine if someone should be seeing a rheumatologist instead of an allergist.",37,en,0.9999945949039908,0
UgxkzIQVT6R7IMZv79J4AaABAg,AxWIzlnsTos,UC8-vSKVrgBFneX2YrHC4_wQ,I’ve seen a case like that — it was an allergy to artificial nails 💅🏻,2025-04-14T13:08:53Z,1,I’ve seen a case like that — it was an allergy to artificial nails,14,en,0.9999961007898776,Outlier
UgyrqYEweJKA0-IlXTx4AaABAg,AxWIzlnsTos,UCVIjJE0ABzgNzDxcR2VELaw,"I had for few months, wherever I pressed my body hives would show up. I took a lot of medicine for that but after few months it stopped.",2025-04-14T12:55:27Z,0,"I had for few months, wherever I pressed my body hives would show up. I took a lot of medicine for that but after few months it stopped.",28,en,0.999997344344895,0
Ugyjfx_jViuFIyOk9FZ4AaABAg,AxWIzlnsTos,UC7n7TIdxy5tVo7wUDO56MQg,"I had  case of hives caused by a virus. The doctor explained it like ""You have a cold, but instead of a stuffy nose, you got a rash."" I soaked it oatmeal baths and took antihistamines until it cleared up.",2025-04-14T12:27:16Z,1,"I had case of hives caused by a virus. The doctor explained it like ""You have a cold, but instead of a stuffy nose, you got a rash."" I soaked it oatmeal baths and took antihistamines until it cleared up.",40,en,0.9999958045910116,0
UgyuRZVWEfJTE_edNil4AaABAg,AxWIzlnsTos,UCGV7JPn3s2iS1bcqTGvEukw,"I had mine from a new detergent.  Good luck, gf🎉🎉🎉",2025-04-14T11:37:49Z,0,"I had mine from a new detergent. Good luck, gf",10,en,0.9999981098056632,Outlier
UgxZPykReUy3glgYdyt4AaABAg,AxWIzlnsTos,UCMum0BelakxFiJ-mkmRmQ2g,Sounds like how my chronic hives started and now I have it forever ( it’s been 3 years ),2025-04-14T11:34:24Z,1,Sounds like how my chronic hives started and now I have it forever ( it’s been 3 years ),19,en,0.9999947166844968,0
UgyUSruIekfUCAushrN4AaABAg,AxWIzlnsTos,UCV3vBFt5Aw7hiKK4QPyhhww,"i had urticaria like this on and off for about a year post covid in 2020, went to an allergists and did like two tounds of steroid treatments and they started slowly happening less intensely and less frequently but i still keep ebastine in my house just in case (and also just if the regular respiratory allergies get real bad)",2025-04-14T09:54:59Z,0,"i had urticaria like this on and off for about a year post covid in 2020, went to an allergists and did like two tounds of steroid treatments and they started slowly happening less intensely and less frequently but i still keep ebastine in my house just in case (and also just if the regular respiratory allergies get real bad)",60,en,0.9999965791564468,0
UgzHAt5ALnivcYS7Sp94AaABAg,AxWIzlnsTos,UCizdhvVdVSHDSMOCsOF-SVg,I had that and I got put on antibiotics and it turned out the anti inflammatory property helped what actually turned out to be allergies to small animals.  Quite the job and it went away.  Had the Rash for 2 YEARS!,2025-04-14T06:48:11Z,2,I had that and I got put on antibiotics and it turned out the anti inflammatory property helped what actually turned out to be allergies to small animals. Quite the job and it went away. Had the Rash for 2 YEARS!,41,en,0.9999976913623349,3
Ugz7wzntvgptalgR-k54AaABAg,AxWIzlnsTos,UCJOgA-GXD2nK1GbglIIep1g,Yes!!!!! Thank you!! I had hives twice as a kid that were so severe. Both around the time of infections.,2025-04-14T06:42:45Z,2,Yes!!!!! Thank you!! I had hives twice as a kid that were so severe. Both around the time of infections.,20,en,0.9999971829246964,0
UgzEbq1b6ufnJ_Codnd4AaABAg,AxWIzlnsTos,UCpphxWlzMWW6G4T5kHn68lA,"Mast Cell Activation Syndrome? Are you a little extra bendy? Get checked for Ehlers-Danlos, Dysautonomia. I break out like that frequently. For no apparent reason, and sometimes over reacting just for the hell of it. It's definitely under diagnosed and alot of drs, especially derm drs are not aware of it. It's sad",2025-04-14T06:27:31Z,0,"Mast Cell Activation Syndrome? Are you a little extra bendy? Get checked for Ehlers-Danlos, Dysautonomia. I break out like that frequently. For no apparent reason, and sometimes over reacting just for the hell of it. It's definitely under diagnosed and alot of drs, especially derm drs are not aware of it. It's sad",53,en,0.999994204292014,16
UgzC9HUjajcGWx7ZDcV4AaABAg,AxWIzlnsTos,UCn9ahycrNWaWYaBWazJYGxQ,"I had about two months of hives, dermatographia, and intense itchiness. The only cause my doctor, my mother, and I could c9me up with was that I started taking a magnesium supplement to prevent migraine flares.",2025-04-14T05:55:04Z,1,"I had about two months of hives, dermatographia, and intense itchiness. The only cause my doctor, my mother, and I could c9me up with was that I started taking a magnesium supplement to prevent migraine flares.",36,en,0.999997579083992,0
Ugzllqp0BfBR_MlGESZ4AaABAg,AxWIzlnsTos,UCg7H_vRLUFvh0gaWqLysNog,I break out every day twice a day it's very difficult to function even for a second. Once im red and itchy i run to my aloe plant 😅,2025-04-14T05:44:51Z,0,I break out every day twice a day it's very difficult to function even for a second. Once im red and itchy i run to my aloe plant,28,en,0.9999973989468182,3
UgxkVkhvLlPDU0-POXt4AaABAg,AxWIzlnsTos,UCZg_I6y1UUjTjs_GYdJ3WKA,I love your videos. I always learn so much. Thank you. And I hope your puppy is doing better,2025-04-14T05:19:33Z,0,I love your videos. I always learn so much. Thank you. And I hope your puppy is doing better,19,en,0.9999955170640112,8
Ugz2qRysZZePqAtIYb94AaABAg,AxWIzlnsTos,UCs8HsqPMPQpM9DlXfmsJzwg,"I get hives everytime I have a panic attack, and they oftentimes last for a week or so",2025-04-14T05:05:13Z,0,"I get hives everytime I have a panic attack, and they oftentimes last for a week or so",18,en,0.9999972990776992,0
Ugzknk8rFsFGaiPIm2x4AaABAg,AxWIzlnsTos,UCLsXs2lTW-waPuJA8ibdrJg,"Covid caused my chronic urticaria, it has been a wild ride so far! My allergies are so strong I lost taste and smell because of my sinuses being constantly blocked. 
Slowly got about 20% of it back after years of nothing 🙈 

But I AM very thankful to have found this channel and for all the food and medication I CAN still consume!! 🙏❤",2025-04-14T04:55:33Z,14,"Covid caused my chronic urticaria, it has been a wild ride so far! My allergies are so strong I lost taste and smell because of my sinuses being constantly blocked. Slowly got about 20% of it back after years of nothing But I AM very thankful to have found this channel and for all the food and medication I CAN still consume!!",62,en,0.9999985829252012,0
UgwnpkUQzvXugj8bnQp4AaABAg,AxWIzlnsTos,UCP1R377QsUnUZ41AqzAhUaw,"About 25 years ago, my mom was experiencing daily bouts of hives and massive swelling every afternoon.  Her job( data entry for a medical insurance company)kept sending her home because they were so worried about her health and comfort. She was eventually diagnosed after several months with an allergy to the acetaminophen and ibuprofen she took every day for her chronic pain. 
As someone who watched a loved 1 go through this and was not able to do anything to help, my heart goes out to her and everyone else going through this.",2025-04-14T04:22:24Z,13,"About 25 years ago, my mom was experiencing daily bouts of hives and massive swelling every afternoon. Her job( data entry for a medical insurance company)kept sending her home because they were so worried about her health and comfort. She was eventually diagnosed after several months with an allergy to the acetaminophen and ibuprofen she took every day for her chronic pain. As someone who watched a loved 1 go through this and was not able to do anything to help, my heart goes out to her and everyone else going through this.",93,en,0.999998200024924,0
Ugzt8OcFIRaSEALmjzl4AaABAg,AxWIzlnsTos,UCflWesNo7U-7H75Ge-K5rHw,I get them when the weather drastically drops in temperature. And I love the cold. XD,2025-04-14T03:38:57Z,0,I get them when the weather drastically drops in temperature. And I love the cold. XD,16,en,0.999996641065904,1
Ugzbx6FJXKO7JI13-Yl4AaABAg,AxWIzlnsTos,UCcZQ7RjCsiERxnDDVeQN_iA,I have a question about hives: can they be itch free? I get stress hives on my arms when I have a massive panic attack and they aren't itchy if you don't touch them. Or could it be something else?,2025-04-14T03:13:31Z,0,I have a question about hives: can they be itch free? I get stress hives on my arms when I have a massive panic attack and they aren't itchy if you don't touch them. Or could it be something else?,40,en,0.9999986969630718,0
Ugwgi2rkOdhTfAMoY5R4AaABAg,AxWIzlnsTos,UCVpj9dNmP-f2b12sAMnjTiA,My daughter is gets hive from  cold air!,2025-04-14T03:10:38Z,0,My daughter is gets hive from cold air!,8,en,0.9999954387557616,0
Ugy9vVmtr_-ZekEwPDZ4AaABAg,AxWIzlnsTos,UC6Oz2-s6B169E-c23iJzs_g,"Had this happen to me in February! Thank god the steroids worked, I would've lost my mind if I itched for one more day!",2025-04-14T03:01:12Z,0,"Had this happen to me in February! Thank god the steroids worked, I would've lost my mind if I itched for one more day!",24,en,0.9999944257493284,3
Ugx55hfHwHHynhRgmOB4AaABAg,AxWIzlnsTos,UCEPDM6vQWpGG4JilZV2sunQ,"Dr Rubin, I love watching your videos. You explain things so well! I'm a nurse and have stolen some of your explanations for my patients 😁 Thank you",2025-04-14T02:02:11Z,0,"Dr Rubin, I love watching your videos. You explain things so well! I'm a nurse and have stolen some of your explanations for my patients Thank you",27,en,0.999996683482631,6
UgyNDOGN2GyBekgzlJJ4AaABAg,AxWIzlnsTos,UCP1zew6Sb5XW-5me5--n3Pw,I get hives when I get hot. Especially when I start to sweat,2025-04-14T01:51:36Z,1,I get hives when I get hot. Especially when I start to sweat,13,en,0.9999959533180348,0
UgwP26gQ1AwPKIF4S9N4AaABAg,AxWIzlnsTos,UC02Ve1bcypd3xKWs6YjikDg,"Colloidal oatmeal based cream and bath soap saved me, I have chronic spontaneous ulticaria ( chronic hives) taken with doctor prescribed (but otc) Zyrtec twice in the morning and at night",2025-04-14T01:35:11Z,0,"Colloidal oatmeal based cream and bath soap saved me, I have chronic spontaneous ulticaria ( chronic hives) taken with doctor prescribed (but otc) Zyrtec twice in the morning and at night",31,en,0.999998269421282,0
UgwSrt0RgkHQWA8xFI14AaABAg,AxWIzlnsTos,UC6wTOzRIHlh9gexH-q7Xm7w,"Love your content.  Always informative, well presented.  Thank you!",2025-04-14T01:32:18Z,0,"Love your content. Always informative, well presented. Thank you!",9,en,0.9999956186517972,8
UgwNjVrQY-K7drMVYL54AaABAg,AxWIzlnsTos,UC_iN0a6B7whl58jw85IUTxQ,I don't suppose that I could ask you a question without posting it on the Internet?,2025-04-14T01:28:10Z,0,I don't suppose that I could ask you a question without posting it on the Internet?,16,en,0.9999968848490368,Outlier
UgwxId89kWwUrkOQmTl4AaABAg,AxWIzlnsTos,UCEl7yT80W0IbPWqhe4CxxAw,Exercise does this to me sometimes hot water on my hands and hard soap,2025-04-14T01:09:14Z,0,Exercise does this to me sometimes hot water on my hands and hard soap,14,en,0.9999971259349874,Outlier
Ugzq1Npi95Tg9qBr7SJ4AaABAg,AxWIzlnsTos,UCwQTF73_x87S2lW3p5JzMkA,Could it be an auto immune disorder?,2025-04-14T01:07:43Z,0,Could it be an auto immune disorder?,7,en,0.8571384984319244,12
Ugw_GYW5GzJwZ-dCQuN4AaABAg,AxWIzlnsTos,UC3I5gIWQ1jukX3IA0YYxcaQ,"I get stress hives, allergic hives, you name it. My immune system hates me.",2025-04-14T00:54:57Z,2,"I get stress hives, allergic hives, you name it. My immune system hates me.",14,en,0.9999928566834758,0
UgxRVS0ZT5Xgo4jV1wJ4AaABAg,AxWIzlnsTos,UCeIiWwwE_46byVAtV4SdSlg,I am so used to having hives I hardly notice anymore. 😢,2025-04-14T00:28:50Z,0,I am so used to having hives I hardly notice anymore.,11,en,0.9999948402035412,0
UgxK_2RkuXBUFPRFq0J4AaABAg,AxWIzlnsTos,UCCKR2voG8lrDpvQaijqJXDg,"I have siblings who are allergic to the cold. Under the right conditions, the cold will cause giant painful hives to occur on them.",2025-04-14T00:28:11Z,0,"I have siblings who are allergic to the cold. Under the right conditions, the cold will cause giant painful hives to occur on them.",24,en,0.999997266508026,0
UgxYXbMGX3L2KxILUlt4AaABAg,AxWIzlnsTos,UCotZYRpKv9M0tfaLZaQEz9Q,"If hives are caused by histamine, why not just destroy the histamine?",2025-04-14T00:19:14Z,0,"If hives are caused by histamine, why not just destroy the histamine?",12,en,0.9999986822594584,0
UgwuFY4YI0GPCaNng-14AaABAg,AxWIzlnsTos,UCD9hkG8IDxdjUwUlxoflw8g,I got horminally-linked(I was 8mo pregnant) reaction to my laundry detergent that I had used for years and nearly scratched my skin off,2025-04-14T00:18:09Z,0,I got horminally-linked(I was 8mo pregnant) reaction to my laundry detergent that I had used for years and nearly scratched my skin off,23,en,0.999997575794772,Outlier
UgzVKrzTTpdnFmBXBEN4AaABAg,AxWIzlnsTos,UCff-gd62yEM8-0sCe8Ji2cA,I had idiopathic urticaria about 35 years ago. I missed over 3 weeks of work because could not wear clothes. The wheels traveled all over my body and some were the size of frisbees. No one could help me. They finally put me on prednisone which made me crazy. The wheels came and went for over a year.,2025-04-14T00:02:22Z,1,I had idiopathic urticaria about 35 years ago. I missed over 3 weeks of work because could not wear clothes. The wheels traveled all over my body and some were the size of frisbees. No one could help me. They finally put me on prednisone which made me crazy. The wheels came and went for over a year.,58,en,0.999996389968806,0
Ugw4qTaU5YKKZJ8uWhd4AaABAg,AxWIzlnsTos,UCAhmk6OGw1gXz3J8B57HKwA,"Two times in my life, I got extreme hives for days for seemingly no reason. Doctors can only think something stressed out my body and it reacted with hives. Both times they had to give me shots to make them go away and it felt like a miracle to not be itchy anymore. I hurt for this woman, I can't imagine 17 days. 5 days was bad enough.",2025-04-13T23:56:34Z,1,"Two times in my life, I got extreme hives for days for seemingly no reason. Doctors can only think something stressed out my body and it reacted with hives. Both times they had to give me shots to make them go away and it felt like a miracle to not be itchy anymore. I hurt for this woman, I can't imagine 17 days. 5 days was bad enough.",68,en,0.99999488192245,0
Ugy2kOIqk8H8SarxRlR4AaABAg,AxWIzlnsTos,UCHP5E8FbW-N12p98VrNZU2g,"Mine was my second pregnancy. The best guess was the hormones were doing it. Almost every night my legs would break out in hives. I cried. Imagine being 9 months pregnant. You already have issues trying to sleep and your legs break out in terrible itchy hives. After I had the baby, happened less and less until it stopped and that was it.",2025-04-13T23:40:03Z,24,"Mine was my second pregnancy. The best guess was the hormones were doing it. Almost every night my legs would break out in hives. I cried. Imagine being 9 months pregnant. You already have issues trying to sleep and your legs break out in terrible itchy hives. After I had the baby, happened less and less until it stopped and that was it.",63,en,0.9999966900815142,0
Ugzy3zdPgjQb4Y73FIB4AaABAg,AxWIzlnsTos,UCO6l9lz4BqcP1rmn2Dq1i4Q,"I had hives for 2 weeks. The doc thought they looked off, so they biopsied one. All tests came back inconclusive.",2025-04-13T23:29:59Z,1,"I had hives for 2 weeks. The doc thought they looked off, so they biopsied one. All tests came back inconclusive.",21,en,0.999997781297416,0
Ugypj1QyXyLFt__vfP54AaABAg,AxWIzlnsTos,UChHMEzVBwY-yXsrwZgIEk5g,"I had full body hives for over a month, lead to a MCAS diagnosis.",2025-04-13T23:26:39Z,4,"I had full body hives for over a month, lead to a MCAS diagnosis.",14,en,0.9999973942579374,16
UgwLAPfu0CexmnxJH0x4AaABAg,AxWIzlnsTos,UCY8DjLXrbw8ouwec5oAefQw,It was a nightshade allergy for me. I had hives for a  year before I figured it out.,2025-04-13T23:23:40Z,1,It was a nightshade allergy for me. I had hives for a year before I figured it out.,18,en,0.9999965078108964,0
UgxevAfAaEuIBNT4W3B4AaABAg,AxWIzlnsTos,UCAAXX_EYNcOOr0ROhvK2LtQ,I went through this for 9 months; after extensive testing I was diagnosed with chronic idiopathic urticaria (aka they don’t know why it happens or how to fix it). It sucks!,2025-04-13T23:14:28Z,1,I went through this for 9 months; after extensive testing I was diagnosed with chronic idiopathic urticaria (aka they don’t know why it happens or how to fix it). It sucks!,31,en,0.9999976149674514,0
Ugz51e2BZ1ONvVTSUTZ4AaABAg,AxWIzlnsTos,UCDOtJCwF6Obs48wdWu0thLg,"last time i had covid i got CRAZY head to toe hives. at one point they had all like converged into one giant hive covering my body, there were so many spots they were just indistinguishable from one another. doctors technically were never sure about what caused it but they assumed it was from the covid",2025-04-13T23:09:13Z,25,"last time i had covid i got CRAZY head to toe hives. at one point they had all like converged into one giant hive covering my body, there were so many spots they were just indistinguishable from one another. doctors technically were never sure about what caused it but they assumed it was from the covid",56,en,0.9999968877770348,0
UgxX8d6u3UUOXyin05F4AaABAg,AxWIzlnsTos,UC0HkREmiWcaJKACvSm0LkLA,"I had spontaneous full-body urticaria with patches the size of my hand for half a year. Including angioedemas so bad I was carrying emergency prednisone everywhere. My GP never referred me to an allergist, unfortunately. He told me to drop my meds, completely change and document my diet etc. Nothing worked. Then, one day, they just went away as suddenly as they appeared.",2025-04-13T23:05:56Z,52,"I had spontaneous full-body urticaria with patches the size of my hand for half a year. Including angioedemas so bad I was carrying emergency prednisone everywhere. My GP never referred me to an allergist, unfortunately. He told me to drop my meds, completely change and document my diet etc. Nothing worked. Then, one day, they just went away as suddenly as they appeared.",63,en,0.999997474419524,0
Ugy4zDl4HkW9bsF4FkJ4AaABAg,AxWIzlnsTos,UCeXbaWw_UX45ot7TAl6oiIg,This video is making me itchy,2025-04-13T22:55:03Z,2,This video is making me itchy,6,en,0.99999847719061,3
UgzqZXOvXWprLcq8tD54AaABAg,AxWIzlnsTos,UCcB-H3Pdgz9VeAq4n8JGIww,"I had something similar, when I was younger. Went on for years, off and on, got diagnosed with idiopathic urticaria. It eased up considerably when I started treating my POTS and Fibromyalgia, then it virtually disappeared when I stopped eating cereal grains (ATI sensitivity). It was almost certainly stress related. It still happens on rare occasions, when I'm extremely stressed.",2025-04-13T22:52:12Z,11,"I had something similar, when I was younger. Went on for years, off and on, got diagnosed with idiopathic urticaria. It eased up considerably when I started treating my POTS and Fibromyalgia, then it virtually disappeared when I stopped eating cereal grains (ATI sensitivity). It was almost certainly stress related. It still happens on rare occasions, when I'm extremely stressed.",60,en,0.9999955114319856,0
UgxD8YvnNq-3C-De9bl4AaABAg,AxWIzlnsTos,UCXQ00tEzuMVV18ZcqGF3V_g,"Something like this happened to me back in 2020. I was so stressed my immune system treated everything like an allergen and I had to go on steroids. Since then I got diagnosed with hEDS, Dysautonomia and suspected MCAS",2025-04-13T22:41:36Z,8,"Something like this happened to me back in 2020. I was so stressed my immune system treated everything like an allergen and I had to go on steroids. Since then I got diagnosed with hEDS, Dysautonomia and suspected MCAS",39,en,0.9999961377769288,16
UgweloJF4XN10MAR3JJ4AaABAg,AxWIzlnsTos,UC9zQYMm6nrxqcmJ-lTn1wyQ,"Went through rigorous allergy testing by a allergist only to hear that I most likely have a reaction to some chemical/s in the products I was using. Was able to narrow in on a few likely culprits, stopped using them and no issue. However, this reaction swelled my lips and face to the point that the nurse I called wanted me in urgent care ASAP cause she feared my throat may close. I was very lucky that was not the case.",2025-04-13T22:39:08Z,2,"Went through rigorous allergy testing by a allergist only to hear that I most likely have a reaction to some chemical/s in the products I was using. Was able to narrow in on a few likely culprits, stopped using them and no issue. However, this reaction swelled my lips and face to the point that the nurse I called wanted me in urgent care ASAP cause she feared my throat may close. I was very lucky that was not the case.",81,en,0.9999983162421928,2
UgxQ71-xvATJvttRQHh4AaABAg,AxWIzlnsTos,UCg8Vt40y_WIrs1NIhLRFAqw,"I get heat rash hives sometimes. Not often but in certain circumstances. Taking a hot shower when drunk is a common one, lol. 

But also, there are SO many thing you can have regular allergic reactions to in your home and narrowing down and illiminating things can be very hard and sometimes it can be a random thing you wouldnt think of.

And you can suddenly develop allegies to things you used your whole life. 
My gran was a nail tech and after 20 years randomly became allergic to acrylic and had to leave the industry.

My friend is allergic to water. Showering and some drinks make her break out. 

Im allergic to fake lavender scents. Certain mop chemicals, candles, fabric softeners, deodorant, etc make me break our on my face. Super fun to visit a friends house, sit on their couch and start itching. 

I have a coworker who gets stress hives, so thats also a thing. 


I havent seen any of this poor girl's videos, but in this short her rash seems to be mostly on her shoulder and upper chest and back, where her hair brushes her body. I wonder if part of her hair care routine is causing it?",2025-04-13T22:37:36Z,3,"I get heat rash hives sometimes. Not often but in certain circumstances. Taking a hot shower when drunk is a common one, lol. But also, there are SO many thing you can have regular allergic reactions to in your home and narrowing down and illiminating things can be very hard and sometimes it can be a random thing you wouldnt think of. And you can suddenly develop allegies to things you used your whole life. My gran was a nail tech and after 20 years randomly became allergic to acrylic and had to leave the industry. My friend is allergic to water. Showering and some drinks make her break out. Im allergic to fake lavender scents. Certain mop chemicals, candles, fabric softeners, deodorant, etc make me break our on my face. Super fun to visit a friends house, sit on their couch and start itching. I have a coworker who gets stress hives, so thats also a thing. I havent seen any of this poor girl's videos, but in this short her rash seems to be mostly on her shoulder and upper chest and back, where her hair brushes her body. I wonder if part of her hair care routine is causing it?",203,en,0.9999953170779592,0
UgxtEgDg3yN21ho1NW54AaABAg,AxWIzlnsTos,UCxGOfRA9ohW1Ivf0_fiulvQ,Cause that I know of because I actually have it is an autoimmune disorder that causes it,2025-04-13T22:26:37Z,0,Cause that I know of because I actually have it is an autoimmune disorder that causes it,17,en,0.9999967796226076,12
UgxX5PeEhoyR1twWsh94AaABAg,AxWIzlnsTos,UCyJTLSbA4hVqwv434EUKe0A,This happened to me after Covid.. for almost 2 months…,2025-04-13T22:15:23Z,4,This happened to me after Covid.. for almost 2 months…,10,en,0.9999971992249056,12
UgxQnP2sprLtsTm26wZ4AaABAg,AxWIzlnsTos,UCVoP9WaO2nkeFGa1zqsZjRA,I had this a few months ago. It was so painful. Still not sure why I got it. But I got a steroid injection and it went poof. I break out in small hives nearly daily. But full body like that where the skin feels like it's burning off? Never again,2025-04-13T22:11:11Z,1,I had this a few months ago. It was so painful. Still not sure why I got it. But I got a steroid injection and it went poof. I break out in small hives nearly daily. But full body like that where the skin feels like it's burning off? Never again,51,en,0.999996568036381,0
UgzHXmb3nv345sHdLFx4AaABAg,AxWIzlnsTos,UChl06X0-vDqiDeSC3BC7KoQ,I have hereditary angioedema get checked out,2025-04-13T22:08:32Z,0,I have hereditary angioedema get checked out,7,en,0.9999972605936912,9
Ugw6SPrCjDNl923Idrx4AaABAg,AxWIzlnsTos,UCrq7BcxWrHa8n-B1ueC_sGA,"AVENO ❤
Oatmeal baths ❤
Benadryl ❤
Rest ❤
Plenty of good, filtered water ❤
And pure food.  ❤
I recommend the Carnivore meal plan, otherwise known as the Elimination Diet. ❤",2025-04-13T22:08:26Z,2,"AVENO Oatmeal baths Benadryl Rest Plenty of good, filtered water And pure food. I recommend the Carnivore meal plan, otherwise known as the Elimination Diet.",25,en,0.9999975021729002,27
UgxMy2nTJdvVC1yPVaR4AaABAg,AxWIzlnsTos,UCP079q6uTCfxoByetRxOfvA,"After years, I realized they were stress induced, always flared in the same order, behind the knee and they the rest of the body. If I catch it early, I watch the stress and use cortisone cream. They are the worst, but for me, this Indic it’s time to slow my roll.",2025-04-13T22:00:41Z,112,"After years, I realized they were stress induced, always flared in the same order, behind the knee and they the rest of the body. If I catch it early, I watch the stress and use cortisone cream. They are the worst, but for me, this Indic it’s time to slow my roll.",52,en,0.9999970164022872,1
UgwcpoztgnmO80SUWYV4AaABAg,AxWIzlnsTos,UCX0l882nmStJgDUjOpV0YqA,My poor friend broke out in hives after coming in contact with bed bugs at a beach rental. Took a month to resolve and she’s allergic to Benadryl so no itch relief.,2025-04-13T21:53:51Z,1,My poor friend broke out in hives after coming in contact with bed bugs at a beach rental. Took a month to resolve and she’s allergic to Benadryl so no itch relief.,32,en,0.9999975333061272,0
UgweEtT5odx-OcsRFzZ4AaABAg,AxWIzlnsTos,UCJKYmgZK1WbpHF_WK2nfJaA,"I have chronic urticaria, I feel for her.",2025-04-13T21:50:11Z,4,"I have chronic urticaria, I feel for her.",8,en,0.9999962885089516,0
Ugywxx17p11_Ra7bdU14AaABAg,AxWIzlnsTos,UCeYZcFgnCcHTir4icKarCHg,Anxiety trust me anxiety triggers hives,2025-04-13T21:47:58Z,62,Anxiety trust me anxiety triggers hives,6,en,0.9999953266136372,0
Ugw08V52ACCJ1--_Hvx4AaABAg,AxWIzlnsTos,UCAG_HOHTbFK7-g-IpLifRMg,I have this and take an antihistamine every day. The only trigger I’ve figured out is gluten. But there is still something else causing the hives too :/,2025-04-13T21:43:28Z,1,I have this and take an antihistamine every day. The only trigger I’ve figured out is gluten. But there is still something else causing the hives too :/,28,en,0.9999959459487576,0
UgxzYtwGngOhHobkJqZ4AaABAg,AxWIzlnsTos,UC94k5ZATLMpruPL3ZyFsOKQ,My mind went to yeast or bladder infection 😬😅🤷‍♂️,2025-04-13T21:40:16Z,0,My mind went to yeast or bladder infection,8,en,0.9999960172003076,Outlier
