comment_id,video_id,author_channel_id,comment_text,comment_date,like_count,clean_text,word_count,language,confidence
UgwDYu59sJ1f7cDQAiB4AaABAg,DswWPj5hx-8,UCKL61Cdz78ZRZhj2GNlH2LA,Hola buen día doctor mi hija sufre de urticaria mi hija tiene 9 año y ya tiene año atrás y ahora es como me puedes ayudar gracias,2019-05-19T11:47:05Z,0,Hola buen día doctor mi hija sufre de urticaria mi hija tiene 9 año y ya tiene año atrás y ahora es como me puedes ayudar gracias,27,es,0.9999981610900512
UgyIi3srh6hUgqm6Y8Z4AaABAg,DswWPj5hx-8,UCoeGEf-dIESp93bMCVu6uvw,Hola soy de perú tengo mi hija de 2 años y 8 meses tiene urticaria ya lleva 2 semanas primero le brotó en todo el cuerpo me fui a urgencias me recetaron conflernamina cetiriizina le fue masomenos ya no tiene en la pierna ahora le aparece en los brazos y en toda la cara son ronchas enormes fui de nuevo me recetarln loratadina predsisona yo estoy muy preocupada quiero saber si tiene cura o no 😢😢😢😢😢😢,2019-04-29T08:03:39Z,2,Hola soy de perú tengo mi hija de 2 años y 8 meses tiene urticaria ya lleva 2 semanas primero le brotó en todo el cuerpo me fui a urgencias me recetaron conflernamina cetiriizina le fue masomenos ya no tiene en la pierna ahora le aparece en los brazos y en toda la cara son ronchas enormes fui de nuevo me recetarln loratadina predsisona yo estoy muy preocupada quiero saber si tiene cura o no,75,es,0.9999969021653653
UgyKvQfqIPkcg27TORx4AaABAg,DswWPj5hx-8,UCmkDRYgGChhPR24KjsRCqqg,A mi hijo le dieron unas inyecciones pero no queda bien aparecen y desaparecen,2019-04-26T03:57:35Z,4,A mi hijo le dieron unas inyecciones pero no queda bien aparecen y desaparecen,14,es,0.9999960031145865
UgwY7WZnQIAr3-sgwLB4AaABAg,DswWPj5hx-8,UCrDJEHuysMrzw-8V5SnGDYQ,"Tengo a mi bb de 1 año y 4 meses con urticaria, hace 3 semanas  que comenzo con una infeccion al estomago y desde entonces le aparece y desaparece, ahora ultimo parece q tiene una leve infeccion respiratoria, ha hecho fiebre y  diarrea , la medicaron x via intravenosa y le paso, ahora esta con antihistaminicos pero yo veo que no le borra ,  se mantienen esas ronchas rojas y me salen mas ... deberia calmarse con los medicamentos? O eso solo le quita la picason y dolor??? Me podria ayudar con esa pregunta porfavor",2019-04-16T20:37:59Z,0,"Tengo a mi bb de 1 año y 4 meses con urticaria, hace 3 semanas que comenzo con una infeccion al estomago y desde entonces le aparece y desaparece, ahora ultimo parece q tiene una leve infeccion respiratoria, ha hecho fiebre y diarrea , la medicaron x via intravenosa y le paso, ahora esta con antihistaminicos pero yo veo que no le borra , se mantienen esas ronchas rojas y me salen mas ... deberia calmarse con los medicamentos? O eso solo le quita la picason y dolor??? Me podria ayudar con esa pregunta porfavor",95,es,0.9999951357001517
UgyLU7l5jlUaptda7jF4AaABAg,DswWPj5hx-8,UCkrJ8GpC2xLztdxuue22FMg,Mi hija de 3 años esta padeciendo de urticaria tiene ronchas rojas y hinchazon en todo el cuerpo y piel  que puedo hacer doctor,2019-03-31T13:06:51Z,0,Mi hija de 3 años esta padeciendo de urticaria tiene ronchas rojas y hinchazon en todo el cuerpo y piel que puedo hacer doctor,24,es,0.9999951922443183
Ugx1qg-Hf_m7Exb4uFh4AaABAg,DswWPj5hx-8,UC8QRgjjmDF5m7WNv0rJd_Xg,"la ronchas q te produce la urticaria , como sanarlas , yo padezco de esto hace poco ,1 semana y ya fui al medico , pero mi piel va a quedar como estaba antes? , si me responderia estaria muy agradecida.",2019-03-05T01:46:40Z,0,"la ronchas q te produce la urticaria , como sanarlas , yo padezco de esto hace poco ,1 semana y ya fui al medico , pero mi piel va a quedar como estaba antes? , si me responderia estaria muy agradecida.",41,es,0.9999969046582415
Ugwadvz6b0U0H2iLRWp4AaABAg,DswWPj5hx-8,UCxf0hYn2sHF-GHJdqlmVy8g,Hola doctor soy de Chile tengo una hija de un año y mes .y le salieron varias manchas rojizas y inflamadas en el centro .urticaria será .le salen luego se van luego le salen otros lados mañana la llevaré aún pediatra y broncopulmonar tiene dos títulos.sabe cuánto debería durar  y si realmente son efectivos los tratamientos te sanan o solo son calmantes ...como saber si es viral si alguna bacteria o bicho en su intenstino lo probóca para atacar de la raíz.espero su respuesta señor.,2018-12-13T02:19:22Z,3,Hola doctor soy de Chile tengo una hija de un año y mes .y le salieron varias manchas rojizas y inflamadas en el centro .urticaria será .le salen luego se van luego le salen otros lados mañana la llevaré aún pediatra y broncopulmonar tiene dos títulos.sabe cuánto debería durar y si realmente son efectivos los tratamientos te sanan o solo son calmantes ...como saber si es viral si alguna bacteria o bicho en su intenstino lo probóca para atacar de la raíz.espero su respuesta señor.,85,es,0.9999960967438825
UgysF02KyDAQpx1Zlf14AaABAg,DswWPj5hx-8,UCepqOPLGPHyfAML_Pk20Uvg,si ami me pasa lo mismo me pica todo el cuerpo. ago de todo.y ni se me quita.yo llevó tres años con esa alergia,2018-11-04T18:05:54Z,0,si ami me pasa lo mismo me pica todo el cuerpo. ago de todo.y ni se me quita.yo llevó tres años con esa alergia,24,es,0.999995635487301
UgyoP3WgerXDOE2f7w14AaABAg,DswWPj5hx-8,UCrhYzF7jADj1e04B1CC62rg,"Hola buenos dias, Tengo a mi hija de 4 años con urticaria y la lleve con su pediatra y me le mando bendryl pero no le a echo nada. llega 3 semanas asi. lo mas raro para mi es que esas ronchas le salen por todo el cuerpo y siempre a la misma hora a las 8 de la noche. eh cambiado de cama,sabanas,toallas,ropa, no se ya que hacer, me dijeron que le echara agua oxigenada por el cuerpo y la dejara desnuda todo el dia, que lo aga dos veces al dia. por 3 dias seguido. que usted cree? gracias",2018-11-02T15:15:21Z,1,"Hola buenos dias, Tengo a mi hija de 4 años con urticaria y la lleve con su pediatra y me le mando bendryl pero no le a echo nada. llega 3 semanas asi. lo mas raro para mi es que esas ronchas le salen por todo el cuerpo y siempre a la misma hora a las 8 de la noche. eh cambiado de cama,sabanas,toallas,ropa, no se ya que hacer, me dijeron que le echara agua oxigenada por el cuerpo y la dejara desnuda todo el dia, que lo aga dos veces al dia. por 3 dias seguido. que usted cree? gracias",101,es,0.9999953745373771
UgxEbX-2LZNkSUrkW2p4AaABAg,DswWPj5hx-8,UCwwYaBmelGqSYdXa4bqQQSQ,"Hola, mi hijo tiene 3 años y 5 meses, a mi hijo le salen brotes en la cara, y en 2 hrs ya no tiene nada, pasa un rato de 6 horas o mas y se brota en la espalda o en el estómago o en las piernas, brazos o cuello y de nuevo desaparece, y mi hijo se desespera por la comezón. Lo lleve al pediatra pero como no tenia ningún brote. Me preocupa porque no se como tratar esto :(",2018-10-19T03:36:41Z,2,"Hola, mi hijo tiene 3 años y 5 meses, a mi hijo le salen brotes en la cara, y en 2 hrs ya no tiene nada, pasa un rato de 6 horas o mas y se brota en la espalda o en el estómago o en las piernas, brazos o cuello y de nuevo desaparece, y mi hijo se desespera por la comezón. Lo lleve al pediatra pero como no tenia ningún brote. Me preocupa porque no se como tratar esto :(",82,es,0.9999939464833296
UgxtV8M30JpXEwfOocZ4AaABAg,DswWPj5hx-8,UCWr18uy_o3l8cXlAFE1u2pw,La urticaria manda es crema quitan por encima pero no tratan por  dentro desde la raiz,2018-08-13T14:13:42Z,1,La urticaria manda es crema quitan por encima pero no tratan por dentro desde la raiz,16,es,0.999995852463394
UgwDk-wrLohSi1tMBkl4AaABAg,DswWPj5hx-8,UCoNnxlZlKcxv7VDSu63ejVA,"¿Es lo mismo ir con un dermatólogo que con un alergólogo? ¿O quién de ellos es el que hace la prueba del parche para saber a qué se es alérgico?.
Ojalá me respondan, gracias.",2018-06-22T09:13:57Z,1,"¿Es lo mismo ir con un dermatólogo que con un alergólogo? ¿O quién de ellos es el que hace la prueba del parche para saber a qué se es alérgico?. Ojalá me respondan, gracias.",34,es,0.9999952356999289
UgwY79fIWw0vq5-N3E94AaABAg,DswWPj5hx-8,UCdRrTQycbw-UjyC6xRixRUw,Gracias doctor Dio a lo bendiga,2018-06-11T21:04:53Z,1,Gracias doctor Dio a lo bendiga,6,es,0.9999942097716874
UgyRkWz1mU4yn5SVDwF4AaABAg,DswWPj5hx-8,UCEMVUvTiGj_L1YDWwVvjfaA,"Hola... oigan... porfavor necesito su ayuda... llevo casi un año con urticaria... estoy cansado de verdad...
Mi urticaria es la de calor... 
La relacione con otras pero la de calor es la mas... La mas logica por asi decirlo... me reacciona en la piel cuando siento calor o estoy bajo el sol...
Mis papas creen que miento incluso cuando ya fuimos al medico y me dieron loratidina... mis papas siguen sin creerme... piensan que es pura imaginacion mia... Necesito que me digan que puedo hacer o que medicamentos... Ahora siempre qye me reacciona en la piel sienro dolor! Es doloroso no solo es comezon ya... es dolor...",2018-04-15T21:24:53Z,0,Hola... oigan... porfavor necesito su ayuda... llevo casi un año con urticaria... estoy cansado de verdad... Mi urticaria es la de calor... La relacione con otras pero la de calor es la mas... La mas logica por asi decirlo... me reacciona en la piel cuando siento calor o estoy bajo el sol... Mis papas creen que miento incluso cuando ya fuimos al medico y me dieron loratidina... mis papas siguen sin creerme... piensan que es pura imaginacion mia... Necesito que me digan que puedo hacer o que medicamentos... Ahora siempre qye me reacciona en la piel sienro dolor! Es doloroso no solo es comezon ya... es dolor...,107,es,0.9999967601223474
Ugwf5NvmXF9yHQqskvd4AaABAg,DswWPj5hx-8,UC7CSmec0NndFG8pJ3Dsplvg,"Yo ya llevo un año con esto :c y por mas que pruebo tratamientos nada es muy frustrante y desesperante la comezón que te causa y la hinchazón en los labios y parpados pero aqui sigo hechandole ganas :"")",2018-04-01T17:06:18Z,9,"Yo ya llevo un año con esto :c y por mas que pruebo tratamientos nada es muy frustrante y desesperante la comezón que te causa y la hinchazón en los labios y parpados pero aqui sigo hechandole ganas :"")",39,es,0.9999953578655336
Ugwp4hOAzhgbWYiXXmJ4AaABAg,DswWPj5hx-8,UCmrtlLv8Ik8RU7zypUryZOg,"Hola tengo urticaria, aayudenme porfavor, me dijeron que no comiera en 3 dias y me desaparecería",2018-03-12T05:27:47Z,1,"Hola tengo urticaria, aayudenme porfavor, me dijeron que no comiera en 3 dias y me desaparecería",16,es,0.9999947902391269
UgyOwkcPVCzoPjKrY5p4AaABAg,DswWPj5hx-8,UCNVBfpoohl4H2XezGpzci-A,Hola. a mi hija de 16 años le apareció ese brote como de sarpullido ya hace como 5 meses. Ya la lleve a examinar pero no le aparecio nada de alergia. Y no le dieron nada de medicina. Estoy en apuros no se que hacer para ayudarla. Ella siente mucha picazón. Si me pudieran ayudar se los agradeceria michisimo...,2018-02-05T15:29:14Z,0,Hola. a mi hija de 16 años le apareció ese brote como de sarpullido ya hace como 5 meses. Ya la lleve a examinar pero no le aparecio nada de alergia. Y no le dieron nada de medicina. Estoy en apuros no se que hacer para ayudarla. Ella siente mucha picazón. Si me pudieran ayudar se los agradeceria michisimo...,59,es,0.9999953314848752
UgzdKIu5amWrLl0mbEp4AaABAg,DswWPj5hx-8,UC0Js7uTR25sW2ak9XHAeJlA,Mi hijo la presento pero nunca le avia brotado nada igual le estava dando el histiasil lleva 3 dias y sufre mucho de la tos k le puede hacer,2018-01-17T15:06:38Z,1,Mi hijo la presento pero nunca le avia brotado nada igual le estava dando el histiasil lleva 3 dias y sufre mucho de la tos k le puede hacer,29,es,0.9999942417242416
UgyNxeAy3VibaeTc-nV4AaABAg,DswWPj5hx-8,UCmGiMZbHe8amzAXJyFbmqQg,"Hola, me llamo Badre y  llevo casi 3 años con urticaria y la verdad que he probado con muchísimos tratamientos entre ellos el xazal, i cremas de hidratación, pero sin embargo nunca he notado ningún cambio, y lamentablemente tengo que vivir con esta mala experiencia diariamente. Me gustaría que hicierais otro vídeo en el cual se recomendasen tratamientos o se explicase mas sobre esta alérgia/enfermedad. Muchas gracias. Saludos desde Barcelona.",2018-01-07T19:18:08Z,4,"Hola, me llamo Badre y llevo casi 3 años con urticaria y la verdad que he probado con muchísimos tratamientos entre ellos el xazal, i cremas de hidratación, pero sin embargo nunca he notado ningún cambio, y lamentablemente tengo que vivir con esta mala experiencia diariamente. Me gustaría que hicierais otro vídeo en el cual se recomendasen tratamientos o se explicase mas sobre esta alérgia/enfermedad. Muchas gracias. Saludos desde Barcelona.",70,es,0.9999962732494129
UgzOLm4xUkW23UeoaaF4AaABAg,Tp9QV5psc6U,UCq8-gY08do1fBqzrnc5fwnQ,सर मेरे 5 साल से यह तकलीफ है आप अपना पता दे मैंने एलोपैथी ट्रीटमेंट लिया आयुर्वेदिक भी लिया लेकिन आराम नहीं मिला,2025-06-01T14:13:56Z,0,सर मेरे 5 साल से यह तकलीफ है आप अपना पता दे मैंने एलोपैथी ट्रीटमेंट लिया आयुर्वेदिक भी लिया लेकिन आराम नहीं मिला,23,hi,0.9999954898425389
Ugz8QQqPrlwg8Flisfh4AaABAg,Tp9QV5psc6U,UCj0DvQG6hAcu_ychviqxbPw,"Sir mai ek saal se bahut pareshan hu urticaria se 
Allopathic medicine se ilaaj chalra hai mera",2025-03-12T13:45:37Z,2,Sir mai ek saal se bahut pareshan hu urticaria se Allopathic medicine se ilaaj chalra hai mera,17,id,0.9999958023859367
UgzCANK2XCAOUabxQcd4AaABAg,UCVUpZZxZ80,UCTKz0lv226vJzEGynyWEElg,even ballsack bro,2025-08-05T05:08:21Z,0,even ballsack bro,3,sv,0.9999957106812704
UgxilPttaOPFcCg7Q614AaABAg,UCVUpZZxZ80,UCKXE0hsglnp74mzeZCPkP5w,Omg sleeping is no fun,2025-06-10T19:10:33Z,1,Omg sleeping is no fun,5,tl,0.9999978824353042
Ugyu4TrJjol_FxU0ds94AaABAg,UCVUpZZxZ80,UCYhbfzFgaxCLM_nYXaHUcUg,3156 Mikel Trace,2024-09-26T08:04:05Z,0,3156 Mikel Trace,3,de,0.9999942049047014
UgzPo9P7XQoQyISk_Rt4AaABAg,UCVUpZZxZ80,UCwSgPWFsSqgs6wFvrmlX-oQ,7710 Jolie Drive,2024-09-16T09:01:02Z,0,7710 Jolie Drive,3,af,0.9999980223410109
UgyTN624ESZAL7Cwt3l4AaABAg,UCVUpZZxZ80,UCo5cjbH4WfxbPe7teruDTOQ,Amistad Killer 🐝 Hives !!,2023-04-15T19:04:17Z,0,Amistad Killer Hives !!,4,da,0.8571397358735848
UgyHeGwOdN_ydDkQBPt4AaABAg,UCVUpZZxZ80,UC25w6qv-GrelfmRB24mPjtA,Do u mean get stung by bee?,2023-04-12T16:10:54Z,0,Do u mean get stung by bee?,7,af,0.8571386085743802
UgyZJtgrP73_RAg6HSN4AaABAg,QjNf1KiNEeU,UCWyRz1rDnf3KaCH9FDKFK8g,"Minha filha sofre com a urticária, olhos pé e tornozelo inchado, aí as mancha vermelha aparece e junto as coceiras não sei o que fazer já fomos a hospitais e nada.",2026-02-16T13:53:07Z,0,"Minha filha sofre com a urticária, olhos pé e tornozelo inchado, aí as mancha vermelha aparece e junto as coceiras não sei o que fazer já fomos a hospitais e nada.",31,pt,0.9999979746890201
UgyAySPnNUu2CbE4GS14AaABAg,QjNf1KiNEeU,UC5lzG2l_1hKctYKGOk4457g,Pensei que ela tinha pego um mosquito 🦟😅😅,2026-01-29T15:43:40Z,0,Pensei que ela tinha pego um mosquito,7,pt,0.9999964301634452
UgyCh5V0FyxwCKO5kCJ4AaABAg,QjNf1KiNEeU,UClEQ0uGt7GkUGm6XTUKH26Q,"Olá pessoal eu sou Angolana, essa doença começou em mim desde 2018 até não passa aparece sempre quando quiser e faz tempo que deixei de culpar os alimentos e né nos produtos diários. O pior de tudo é que a minha filha também está passando por isso e é terrível 😢😢 alguém sabe alguém melhor para o tratamento?",2026-01-16T23:26:31Z,0,"Olá pessoal eu sou Angolana, essa doença começou em mim desde 2018 até não passa aparece sempre quando quiser e faz tempo que deixei de culpar os alimentos e né nos produtos diários. O pior de tudo é que a minha filha também está passando por isso e é terrível alguém sabe alguém melhor para o tratamento?",57,pt,0.9999963983493603
Ugy1nvxHt5zTHlhWF_14AaABAg,QjNf1KiNEeU,UCyUuHoAgBs2it7ax4Ta6C5w,Essa é  bem tonta😂😂😂,2025-12-30T15:49:37Z,0,Essa é bem tonta,4,pt,0.9999974182039126
Ugy-UpjX5i2V-Oy0Omd4AaABAg,QjNf1KiNEeU,UCEaDA-PiUEJEqEPcgqMQy2Q,Voce e medica ou ta brincando?que video mais sem graça. 😮,2025-09-01T21:43:53Z,0,Voce e medica ou ta brincando?que video mais sem graça.,10,pt,0.9999958141303618
Ugxjao72-FMXWmOtAqZ4AaABAg,QjNf1KiNEeU,UC9brHQCx5fFx_61UMCvFwjQ,Mas tem alimentos que ajudam a desencadear,2025-08-24T01:38:27Z,0,Mas tem alimentos que ajudam a desencadear,7,pt,0.9999976122810083
UgxGsFXOwqWt6wTiyo94AaABAg,QjNf1KiNEeU,UCyXUQC5Pzmo3DBK7b89F1pw,"Tive urticária crônica a vida toda! Desde os 5 anos de idade. Hoje tenho 35 anos e nunca fui curada. Tive várias internações e muitas crises alérgicas. O único caminho que me ajudou foi fortalecer meu sistema imunológico. Estando com meu sistema imunológico fortalecido, a urticária não ataca. Espero que todos aqui consigam entender o seu corpo e se ajudarem. Sou totalmente descrente da medicina tradicional que só indicam remédios e não acham a cura.",2025-07-21T20:27:15Z,11,"Tive urticária crônica a vida toda! Desde os 5 anos de idade. Hoje tenho 35 anos e nunca fui curada. Tive várias internações e muitas crises alérgicas. O único caminho que me ajudou foi fortalecer meu sistema imunológico. Estando com meu sistema imunológico fortalecido, a urticária não ataca. Espero que todos aqui consigam entender o seu corpo e se ajudarem. Sou totalmente descrente da medicina tradicional que só indicam remédios e não acham a cura.",75,pt,0.999995819027844
Ugwbb881Yr0nMO4F6D14AaABAg,QjNf1KiNEeU,UCm4fSoTqfbmJD-rf-hGI7nw,Ola bom dia eu tenho urticaria e nem com antihistaminicos passa ja tenho a 2 anos o que posso fazer alguem me ajuda,2025-07-21T08:27:30Z,0,Ola bom dia eu tenho urticaria e nem com antihistaminicos passa ja tenho a 2 anos o que posso fazer alguem me ajuda,23,pt,0.9999974790221846
Ugz74NNBxile9zlxbnF4AaABAg,QjNf1KiNEeU,UCdNhmzxYtRyKLYIWX_1NxaQ,"Gente, urticária não é alergia.  Sofri muito, mais hoje estou bem, tomo uma vacina xolair ,só ela resolve! É muito cara,mais recebo pelo SUS.",2025-07-14T11:06:17Z,1,"Gente, urticária não é alergia. Sofri muito, mais hoje estou bem, tomo uma vacina xolair ,só ela resolve! É muito cara,mais recebo pelo SUS.",24,pt,0.9999985436571157
UgwAhJIKyVffxELYxLh4AaABAg,QjNf1KiNEeU,UCJjwBRpp9vVtvWTLw17b_Rg,"Eu sou uma garota de 10 anos tenho erupção urticária, n fasso a minima ideia do que pode ter me dado isto pq eu só comi coisas que eu costumo comer no dia a dia nada de diferente, mas tbm posso culpar os remedios que tomei semana passada pois tomei muita dipirona pq eu estava doente com febre muito alta e tbm tomei ibuprofeno n tenho alergia a nenhum desses remedios, tbm estou cupando o tempo que esta frio com muita poeira,me ajude pfvv estou me sentindo horrorosa com essas marcar vermelhas ontem fui até no hospital tomar remedio na veia pra n coçar e o medico disse que só era uma erupção urticária mas uma pergunta tem cura??",2025-06-25T17:12:47Z,2,"Eu sou uma garota de 10 anos tenho erupção urticária, n fasso a minima ideia do que pode ter me dado isto pq eu só comi coisas que eu costumo comer no dia a dia nada de diferente, mas tbm posso culpar os remedios que tomei semana passada pois tomei muita dipirona pq eu estava doente com febre muito alta e tbm tomei ibuprofeno n tenho alergia a nenhum desses remedios, tbm estou cupando o tempo que esta frio com muita poeira,me ajude pfvv estou me sentindo horrorosa com essas marcar vermelhas ontem fui até no hospital tomar remedio na veia pra n coçar e o medico disse que só era uma erupção urticária mas uma pergunta tem cura??",119,pt,0.9999970309658488
UgxzLfLHz_gBoxoWfdV4AaABAg,QjNf1KiNEeU,UCWSB8NLPufJR8ym1Q0CbnBw,Minha alergia é de tintas sabonetes perfumes,2025-06-21T16:54:20Z,0,Minha alergia é de tintas sabonetes perfumes,7,pt,0.9999965831255632
UgzPdiyRALFjdQ0Eg4h4AaABAg,QjNf1KiNEeU,UC3-sd1jMJ_rN_ckO7vFarhA,"comecei a tomar injeção anticoncepcional há 5 meses, e agora estou com urticária, será que tem haver?",2025-06-16T12:09:55Z,1,"comecei a tomar injeção anticoncepcional há 5 meses, e agora estou com urticária, será que tem haver?",17,pt,0.9999947466118879
UgzRIxaxS5Mm8-6f6Gl4AaABAg,QjNf1KiNEeU,UCTWp8laRzZpMle28eL3cncg,Não ajudou em nada!,2025-02-17T22:30:26Z,1,Não ajudou em nada!,4,pt,0.9999992958316779
UgyUF9ByK0-9Jxqab854AaABAg,QjNf1KiNEeU,UCo4y5mmP1316aHwsdSJ5hxQ,"A minha e facil de identificar 
É só eu sair ao sol que ataca a bendita 
Coça de maus da conta e a pele fica inchada e vermelha e cheia de coceiras 
É insuportável 
E faz mais de 15 anos que sofro com isso",2024-12-02T07:25:59Z,2,A minha e facil de identificar É só eu sair ao sol que ataca a bendita Coça de maus da conta e a pele fica inchada e vermelha e cheia de coceiras É insuportável E faz mais de 15 anos que sofro com isso,44,pt,0.999997997957906
UgwclqQoChAf5o9UMON4AaABAg,QjNf1KiNEeU,UCXTcuG2eUik4t6fX0bJBqWA,"Caso algum dia ela  desenvolva uma  urticaria, verá que está totalmente errada. Depois que parei de ingerir gluten, leite e açúcar melhorei uns 90% .
Somente quem tem o problema  sabe como funciona.  Eles estudam , nós vivemos o problema na prática. 
Ah , e outra,  quando os médicos passam a sofrer desses problemas, eles  fazem tudo aquilo que nos proíbem de fazer 😂.",2024-11-11T15:55:34Z,10,"Caso algum dia ela desenvolva uma urticaria, verá que está totalmente errada. Depois que parei de ingerir gluten, leite e açúcar melhorei uns 90% . Somente quem tem o problema sabe como funciona. Eles estudam , nós vivemos o problema na prática. Ah , e outra, quando os médicos passam a sofrer desses problemas, eles fazem tudo aquilo que nos proíbem de fazer .",64,pt,0.9999975407347679
UgybChGdbmw2Vt1aDRF4AaABAg,QjNf1KiNEeU,UCwztjFHSwTBLzRxqVZZbyAQ,"Fiquei com esses sintomas de urticarias quase uns três meses ia ao hospital e os médicos todos falando que era algum alimento, sabonete ou algo que estava causando essa ""alergia"" sendo que não mudei nada de alimentação, nada anormal, como eu comecei fazer academia ja tem uns dias que não tem mais as manchas na pele juntamente com a coçeira porém sei que ainda não estão 100%",2024-10-14T22:04:21Z,5,"Fiquei com esses sintomas de urticarias quase uns três meses ia ao hospital e os médicos todos falando que era algum alimento, sabonete ou algo que estava causando essa ""alergia"" sendo que não mudei nada de alimentação, nada anormal, como eu comecei fazer academia ja tem uns dias que não tem mais as manchas na pele juntamente com a coçeira porém sei que ainda não estão 100%",67,pt,0.9999980552510512
UgwJpjDF6tDraZdA8E54AaABAg,QjNf1KiNEeU,UCIxv9kA7UsmWkT8F9OfDQeA,"Depois que eu parei de comer alimentos que tinham ""transgênico glutes aromatizantes e corantes"" e  passei a comer comidas mais saudáveis frutas e proteína, e também passei a usar shampoo condicionador sabonetes, produtos para lava minhas roupas, ""toudos neutros "" graças a Deus vem dando tudo certo e posso dizer que Graça a o senhor Jesus  estou curado.❤❤",2024-08-24T13:31:02Z,31,"Depois que eu parei de comer alimentos que tinham ""transgênico glutes aromatizantes e corantes"" e passei a comer comidas mais saudáveis frutas e proteína, e também passei a usar shampoo condicionador sabonetes, produtos para lava minhas roupas, ""toudos neutros "" graças a Deus vem dando tudo certo e posso dizer que Graça a o senhor Jesus estou curado.",58,pt,0.9999955785150305
Ugz_8RhRDnP-XIoDjnN4AaABAg,QjNf1KiNEeU,UCOdGl1LHpPC5LoQDquNO2tg,"Eu tenho urticária crônica espontânea,no começo apareceu do nada foi horrível so placas vermelha no corpo todo e inchaço,ai foi correria exames por cima de exames, alergistas, dermatologista,alergoalergista,foi complicado,pior pra mim que sou barbeiro convivo todos os dias socialmente com pessoas no meu trabalho parei nesse período pq foi muito complicado,mas graças adeus hoje ta bem controlado pq tomo o antialérgico chamado bilastina esse foi o único que controlou e trouxe de volta minha vida social,o original é o alektos mas usso o genérico que é bilastina,usso diariamente e de acordo como amanheco no começo,tomava 2 a noite 2 de manhã,assim sumiam quase todas,ai depois de um tempo,reduzir pra 1,5 de manhã e noite,depois 1 a noite 1 de manhã e assim sigo minha vida fazer o que é do sistema imune achou um remédio pra controlar segue o baile facam isso espero que funcione em vcs também pra mim funciona,ai tomo de acordo a necessidade to com muitas urticária usso 2 cedo dois a noite to com poucas usso 1 a noite outro de manha,ou 1,5 e assim sigo vlw saúde a todos.",2024-08-10T14:56:06Z,0,"Eu tenho urticária crônica espontânea,no começo apareceu do nada foi horrível so placas vermelha no corpo todo e inchaço,ai foi correria exames por cima de exames, alergistas, dermatologista,alergoalergista,foi complicado,pior pra mim que sou barbeiro convivo todos os dias socialmente com pessoas no meu trabalho parei nesse período pq foi muito complicado,mas graças adeus hoje ta bem controlado pq tomo o antialérgico chamado bilastina esse foi o único que controlou e trouxe de volta minha vida social,o original é o alektos mas usso o genérico que é bilastina,usso diariamente e de acordo como amanheco no começo,tomava 2 a noite 2 de manhã,assim sumiam quase todas,ai depois de um tempo,reduzir pra 1,5 de manhã e noite,depois 1 a noite 1 de manhã e assim sigo minha vida fazer o que é do sistema imune achou um remédio pra controlar segue o baile facam isso espero que funcione em vcs também pra mim funciona,ai tomo de acordo a necessidade to com muitas urticária usso 2 cedo dois a noite to com poucas usso 1 a noite outro de manha,ou 1,5 e assim sigo vlw saúde a todos.",184,pt,0.999997259036279
